Country Name,Country Code,Series Name,Series Code,2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018]
Ethiopia,ETH,GINI index (World Bank estimate),SI.POV.GINI,33.2,..,..,..,..,39.1,..,..,..
Ethiopia,ETH,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,2.5,3,3,3,3,3,3,3,..
Ethiopia,ETH,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,..,..,..,10.733283781495,..,..,..,..,..
Ethiopia,ETH,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,2.25090003013611,..,..,..,..,..
Faroe Islands,FRO,GDP (constant 2010 US$),NY.GDP.MKTP.KD,2301168186.90991,..,..,..,..,..,..,..,..
Faroe Islands,FRO,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,GINI index (World Bank estimate),SI.POV.GINI,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,..,..,..,..
Fiji,FJI,GDP (constant 2010 US$),NY.GDP.MKTP.KD,3140508835.9485,3225464089.99005,3270985505.31268,3425841168.87686,3617808676.11051,3756891966.94786,3771168285.97478,3914472684.17761,..
Fiji,FJI,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,100,100,100,99.9999999992591,99.9942643385562,99.978648421315,93.6940546750848,82.8031823467088,..
Fiji,FJI,GINI index (World Bank estimate),SI.POV.GINI,..,..,..,36.7,..,..,..,..,..
Fiji,FJI,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,..,..,..,..,..,..,..,..,..
Fiji,FJI,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..
Fiji,FJI,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,8.90999984741211,4.40549993515015,9,..,6.17000007629395,..,4.31949996948242,..,..
Finland,FIN,GDP (constant 2010 US$),NY.GDP.MKTP.KD,247799815768.477,254170297403.145,250545347666.329,248646122996.035,247075355590.897,248312368033.055,255195401932.3,261964535328.306,..
Finland,FIN,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,0.735149620011244,0.737042448155822,0,0,0,0,0,0,..
Finland,FIN,GINI index (World Bank estimate),SI.POV.GINI,27.7,27.6,27.1,27.2,26.8,27.1,..,..,..
Finland,FIN,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,..,..,..,..,..,..,..,..,..
Finland,FIN,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..
Finland,FIN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,8.39439964294434,7.7810001373291,7.68909978866577,8.19340038299561,8.66300010681152,9.37590026855469,8.81840038299561,8.64019966125488,..
France,FRA,GDP (constant 2010 US$),NY.GDP.MKTP.KD,2642609548930.36,2700554065723.3,2709010438795.09,2724623188696.84,2750675573588.84,2781288181538.99,2813858461010.68,2874670390656.72,..
France,FRA,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,99.4790077683923,99.6981801376818,98.6115277752574,97.4091022972142,87.8452497212201,90.4121184733779,78.2774978742629,78.2135639205549,..
France,FRA,GINI index (World Bank estimate),SI.POV.GINI,33.7,33.3,33.1,32.5,32.3,32.7,..,..,..
France,FRA,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,..,..,..,..,..,..,..,..,..
France,FRA,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..
France,FRA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,8.87129974365234,8.81099987030029,9.40019989013672,9.92059993743896,10.292200088501,10.3593997955322,10.0567998886108,9.3971996307373,..
French Polynesia,PYF,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..
French Polynesia,PYF,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,..,..,..,..,..,..,..,..,..
French Polynesia,PYF,GINI index (World Bank estimate),SI.POV.GINI,..,..,..,..,..,..,..,..,..
French Polynesia,PYF,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,..,..,..,..,..,..,..,..,..
French Polynesia,PYF,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..
French Polynesia,PYF,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,..,..,..,..
Gabon,GAB,GDP (constant 2010 US$),NY.GDP.MKTP.KD,14358584300.3006,15376859682.3653,16184310411.783,17096894961.6772,17834619899.8015,18526406863.2095,18913875956.0273,19007559999.2149,..
Gabon,GAB,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,100,100,100,100,100,100,100,100,..
Gabon,GAB,GINI index (World Bank estimate),SI.POV.GINI,..,..,..,..,..,..,..,38,..
Gabon,GAB,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,..,..,..,..,..,..,..,..,..
Gabon,GAB,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..
Gabon,GAB,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,20.3899993896484,..,..,..,..,..,..,..,..
"Gambia, The",GMB,GDP (constant 2010 US$),NY.GDP.MKTP.KD,951806368.699129,910925126.116185,961934758.086175,1008001063.16696,998523478.736912,1057119309.33466,1061406947.78318,1109783032.00636,..
"Gambia, The",GMB,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,100,100,100,100,100,100,100,100,..
"Gambia, The",GMB,GINI index (World Bank estimate),SI.POV.GINI,43.6,..,..,..,..,35.9,..,..,..
"Gambia, The",GMB,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,2,2.5,2,2,2,2,2,2,..
"Gambia, The",GMB,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..
"Gambia, The",GMB,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,9.4173002243042,..,..,..,..,..,..
Georgia,GEO,GDP (constant 2010 US$),NY.GDP.MKTP.KD,11638536861.8315,12479016506.432,13271494211.6786,13721005571.9437,14355373148.1697,14768853661.9001,15189614370.6718,15923763449.3535,..
Georgia,GEO,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,100,100,100,100,100,100,100,100,..
Georgia,GEO,GINI index (World Bank estimate),SI.POV.GINI,39.5,39.6,39,38.6,37.6,36.5,36.6,37.9,..
Georgia,GEO,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,3.5,3.5,3.5,3.5,..,..,..,..,..
Georgia,GEO,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,36.7997201824485,32.4597615633231,32.5306981098778,33.920660916971,35.3784896142368,41.2822252295551,44.3825652556458,..,..
Georgia,GEO,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,20.2026996612549,19.6317005157471,19.6530990600586,19.4158000946045,17.4384994506836,16.5058994293213,16.6039009094238,13.9388999938965,..
Germany,DEU,GDP (constant 2010 US$),NY.GDP.MKTP.KD,3417094562648.95,3542160228939.6,3559587403262.56,3577014590829.77,3654924349507.01,3718482300425.73,3801859415700.92,3883869685204.49,..
Germany,DEU,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,99.599440069301,99.4480294451265,98.2950679634862,97.8463215365016,95.7252958815951,95.9525959398708,89.1546627249363,89.1743564300489,..
Germany,DEU,GINI index (World Bank estimate),SI.POV.GINI,30.2,30.5,..,31.1,..,31.7,..,..,..
Germany,DEU,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,..,..,..,..,..,..,..,..,..
Germany,DEU,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..
Germany,DEU,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,6.96640014648438,5.82439994812012,5.37939977645874,5.23059988021851,4.98059988021851,4.62419986724854,4.1217999458313,3.74550008773804,..
Ghana,GHA,GDP (constant 2010 US$),NY.GDP.MKTP.KD,32174772955.9748,36694403096.1881,40104336702.7707,43036976358.6719,44283946425.9222,45248542333.6554,46808618404.8994,50620453224.9334,..
Ghana,GHA,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,100,100,100,100,100,100,100,100,..
Ghana,GHA,GINI index (World Bank estimate),SI.POV.GINI,..,..,42.4,..,..,..,43.5,..,..
Ghana,GHA,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,4,4,4,4,3.5,3.5,3,3.5,..
Ghana,GHA,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..
Ghana,GHA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,5.32000017166138,..,..,2.17289996147156,..,6.80620002746582,..,..,..
Gibraltar,GIB,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..
Gibraltar,GIB,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,..,..,..,..,..,..,..,..,..
Gibraltar,GIB,GINI index (World Bank estimate),SI.POV.GINI,..,..,..,..,..,..,..,..,..
Gibraltar,GIB,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,..,..,..,..,..,..,..,..,..
Gibraltar,GIB,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..
Gibraltar,GIB,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,..,..,..,..
Greece,GRC,GDP (constant 2010 US$),NY.GDP.MKTP.KD,299361576558.217,272022398082.022,252163419407.33,243989731226.599,245794711441.894,244718538827.457,244251243206.09,247927466976.192,..
Greece,GRC,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,100,100,100,99.9999999999893,99.9999999999893,99.9999999999784,99.9999999998159,99.9999999998588,..
Greece,GRC,GINI index (World Bank estimate),SI.POV.GINI,34.1,34.8,36.2,36.1,35.8,36,..,..,..
Greece,GRC,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,..,..,..,..,..,..,..,..,..
Greece,GRC,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..
Greece,GRC,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,12.7131004333496,17.8647003173828,24.4393005371094,27.4661998748779,26.4913997650146,24.8971004486084,23.5391006469727,21.4876003265381,..
Greenland,GRL,GDP (constant 2010 US$),NY.GDP.MKTP.KD,2503156060.52524,2490727405.27373,2525452961.36271,2482655002.57819,2614551661.59919,2622659625.54009,2823634003.66281,..,..
Greenland,GRL,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,100,100,100,100,98.7604562858388,98.7535456326015,80.1009037113012,80.0160106688235,..
Greenland,GRL,GINI index (World Bank estimate),SI.POV.GINI,..,..,..,..,..,..,..,..,..
Greenland,GRL,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,..,..,..,..,..,..,..,..,..
Greenland,GRL,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..
Greenland,GRL,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,7.80000019073486,9.39999961853027,9.80000019073486,10.1000003814697,10.3000001907349,9.10000038146973,..,..,..
Grenada,GRD,GDP (constant 2010 US$),NY.GDP.MKTP.KD,771013259.259259,776911332.002809,767936889.427134,785994301.613538,843718324.581439,898080308.938223,931629123.871904,978762255.054155,..
Grenada,GRD,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,100,100,100,100,100,100,100,100,..
Grenada,GRD,GINI index (World Bank estimate),SI.POV.GINI,..,..,..,..,..,..,..,..,..
Grenada,GRD,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,4,4,4,4,4,4,4,4,..
Grenada,GRD,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,85.4676179369159,91.3882468888698,93.2887298551949,91.4163550614589,88.5409153761231,..,..,..,..
Grenada,GRD,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,24.2000007629395,24.5,22.8999996185303,..,..,..
Guam,GUM,GDP (constant 2010 US$),NY.GDP.MKTP.KD,4895000000,4901017209.5882,5000301167.79348,5091562179.88117,5179814587.17476,5208897766.85106,5221935054.29215,5231963736.93915,..
Guam,GUM,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,100,100,100,100,91.6666666666667,100,83.3333333333333,83.3333333333333,..
Guam,GUM,GINI index (World Bank estimate),SI.POV.GINI,..,..,..,..,..,..,..,..,..
Guam,GUM,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,..,..,..,..,..,..,..,..,..
Guam,GUM,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..
Guam,GUM,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,8.19999980926514,13.3000001907349,12.1999998092651,11.5,7.59999990463257,6.90000009536743,5.40000009536743,..,..
Guatemala,GTM,GDP (constant 2010 US$),NY.GDP.MKTP.KD,41338521642.0274,43059051146.4009,44337843574.8185,45977273284.397,47896442435.6762,49879376398.5391,51421887413.549,52841305560.8527,..
Guatemala,GTM,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,100,100,100,100,100,100,100,100,..
Guatemala,GTM,GINI index (World Bank estimate),SI.POV.GINI,..,..,..,..,48.3,..,..,..,..
Guatemala,GTM,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,..,..,..,..,..,..,..,..,..
Guatemala,GTM,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,24.4197869351702,24.1625898135525,24.3112735920671,24.8098723428899,23.2970727082014,22.9881410888278,22.1150708200206,..,..
Guatemala,GTM,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,3.49659991264343,4.1262001991272,2.76469993591309,3.0164999961853,2.71670007705688,2.50620007514954,2.58299994468689,2.46199989318848,..
Guinea,GIN,GDP (constant 2010 US$),NY.GDP.MKTP.KD,6853467936.39129,7238091703.71796,7666363200.87543,7968018035.40333,8263428448.58193,8578674103.06299,9475497771.5086,10480310146.3464,..
Guinea,GIN,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,100,100,100,100,100,100,100,100,..
Guinea,GIN,GINI index (World Bank estimate),SI.POV.GINI,..,..,33.7,..,..,..,..,..,..
Guinea,GIN,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,2,2,2,2.5,2.5,2.5,2.5,2.5,..
Guinea,GIN,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..
Guinea,GIN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,..,..,..,..
Guinea-Bissau,GNB,GDP (constant 2010 US$),NY.GDP.MKTP.KD,849050127.504407,917693960.144275,901976771.588471,931344271.765525,940327653.067488,998008131.225057,1060511440.73317,1123284986.04762,..
Guinea-Bissau,GNB,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,100,100,100,100,100,100,100,100,..
Guinea-Bissau,GNB,GINI index (World Bank estimate),SI.POV.GINI,50.7,..,..,..,..,..,..,..,..
Guinea-Bissau,GNB,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,2.5,2.5,2,2,2,2,2,1.5,..
Guinea-Bissau,GNB,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..
Guinea-Bissau,GNB,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,..,..,..,..
Guyana,GUY,GDP (constant 2010 US$),NY.GDP.MKTP.KD,2273224261.15644,2391347770.89989,2517522600.23773,2643412954.02705,2745103039.06018,2831914391.33426,2925824400.90067,3011395060.04138,..
Guyana,GUY,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,100,100,100,100,100,99.9998086271857,99.9895347066402,99.9881773200384,..
Guyana,GUY,GINI index (World Bank estimate),SI.POV.GINI,..,..,..,..,..,..,..,..,..
Guyana,GUY,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,2.5,2.5,2.5,3,3,3,3,3,..
Guyana,GUY,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..
Guyana,GUY,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,..,..,12.0445003509521,..
Haiti,HTI,GDP (constant 2010 US$),NY.GDP.MKTP.KD,6622541528.56888,6988353355.2788,7189974061.95112,7494401366.58013,7705005174.04483,7798329610.05403,7911616492.26843,8004441867.12252,..
Haiti,HTI,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,100,100,100,100,100,100,100,100,..
Haiti,HTI,GINI index (World Bank estimate),SI.POV.GINI,..,..,41.1,..,..,..,..,..,..
Haiti,HTI,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,..
Haiti,HTI,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..
Haiti,HTI,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,14.1000003814697,..,..,..,..,..,..
Honduras,HND,GDP (constant 2010 US$),NY.GDP.MKTP.KD,15839344591.9842,16446892853.4328,17125933703.7093,17604014377.0727,18142359318.8949,18839040425.3557,19545909275.2757,20481239263.2949,..
Honduras,HND,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,100,100,100,100,99.9999999999872,99.9988766711252,99.9820753131253,99.9835217097179,..
Honduras,HND,GINI index (World Bank estimate),SI.POV.GINI,53.1,56.2,56.1,52.6,50.4,49.6,50,50.5,..
Honduras,HND,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,3,3,3,3,3,3,3,3,..
Honduras,HND,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..
Honduras,HND,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,4.11870002746582,4.47450017929077,3.75449991226196,4.09600019454956,5.48789978027344,4.59159994125366,4.66820001602173,4.0479998588562,..
"Hong Kong SAR, China",HKG,GDP (constant 2010 US$),NY.GDP.MKTP.KD,228637697575.04,239645887720.961,243720605436.433,251279572791.243,258220961506.275,264386879658.877,270105365069.123,280346000937.197,..
"Hong Kong SAR, China",HKG,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,..,..,..,..,..,..,..,..,..
"Hong Kong SAR, China",HKG,GINI index (World Bank estimate),SI.POV.GINI,..,..,..,..,..,..,..,..,..
"Hong Kong SAR, China",HKG,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,..,..,..,..,..,..,..,..,..
"Hong Kong SAR, China",HKG,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..
"Hong Kong SAR, China",HKG,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,4.30999994277954,3.42000007629395,3.28999996185303,3.40000009536743,3.29999995231628,3.3199999332428,3.39000010490417,3.08999991416931,..
Hungary,HUN,GDP (constant 2010 US$),NY.GDP.MKTP.KD,130922638689.071,133092887526.219,130921605718.041,133662635657.167,139309419213.17,144235993004.693,147525724288.17,153628957825.057,..
Hungary,HUN,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,100,100,100,100,100,100,100,100,..
Hungary,HUN,GINI index (World Bank estimate),SI.POV.GINI,29.4,29.2,30.8,31.5,30.9,30.4,..,..,..
Hungary,HUN,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,..,..,..,..,..,..,..,..,..
Hungary,HUN,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,80.9770274302296,90.1795439368212,93.8580415234128,94.0952257214347,98.1949840507861,96.8614830495977,97.3310677234426,..,..
Hungary,HUN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,11.1718997955322,11.0291004180908,11.0030002593994,10.1765003204346,7.72529983520508,6.81319999694824,5.1149001121521,4.15570020675659,..
Iceland,ISL,GDP (constant 2010 US$),NY.GDP.MKTP.KD,13683689802.2771,13941164775.7719,14121903068.0319,14705681513.3646,15011601923.3398,15682299357.3168,16835179721.3313,17512773947.7534,..
Iceland,ISL,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,16.8128143430919,16.9676385234132,13.1936256527249,12.8440382289438,12.1246395987961,11.9849547773209,11.100461777686,10.2852157949761,..
Iceland,ISL,GINI index (World Bank estimate),SI.POV.GINI,26.2,26.8,26.8,25.4,27.8,..,..,..,..
Iceland,ISL,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,..,..,..,..,..,..,..,..,..
Iceland,ISL,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,102.4201537745,109.35016121934,108.46552453756,..,..,..,73.1811978838547,..,..
Iceland,ISL,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,7.56430006027222,7.02810001373291,6.00019979476929,5.37639999389648,4.89720010757446,3.97919988632202,2.97790002822876,2.7418999671936,..
India,IND,GDP (constant 2010 US$),NY.GDP.MKTP.KD,1675615312693.42,1763439576430.94,1859659673960.13,1978419519434.29,2125024908809.37,2294947293526.38,2482433620957.44,2660371703953.07,..
India,IND,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,100,100,100,100,100,100,100,100,..
India,IND,GINI index (World Bank estimate),SI.POV.GINI,..,35.7,..,..,..,..,..,..,..
India,IND,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,3.5,3.5,3.5,3.5,..,..,..,..,..
India,IND,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,51.5919110057644,51.5565536600812,50.6780305618803,50.3118273627039,..,..,..,..,..
India,IND,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2.44359993934631,..,2.68980002403259,..,..,..,..,..,..
Indonesia,IDN,GDP (constant 2010 US$),NY.GDP.MKTP.KD,755094160363.073,801681840622.493,850023661688.382,897261717986.537,942184637117.359,988128596686.364,1037861792572.64,1090454467115.45,..
Indonesia,IDN,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,96.4230587767447,98.06412739208,99.5136026710893,94.2109778573132,94.4972203192688,96.142372495414,95.6935297519892,95.5671472610627,..
Indonesia,IDN,GINI index (World Bank estimate),SI.POV.GINI,36.4,39.7,39.6,39.9,39.4,39.7,38.6,38.1,..
Indonesia,IDN,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,..,..,..,..,..,..,..,..,..
Indonesia,IDN,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,26.1661592780011,24.8651446692593,25.0344008432509,27.7819272178664,27.4216121994064,30.309126137804,31.366190714778,..,..
Indonesia,IDN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,5.61350011825562,5.15320014953613,4.46820020675659,4.33580017089844,4.04860019683838,4.51399993896484,4.30070018768311,4.18480014801025,..
"Iran, Islamic Rep.",IRN,GDP (constant 2010 US$),NY.GDP.MKTP.KD,487069570463.768,499956057362.969,462736543548.842,461838494677.119,483098855135.677,476718833681.84,540581254038.189,560881092997.928,..
"Iran, Islamic Rep.",IRN,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,100,100,100,100,100,100,100,100,..
"Iran, Islamic Rep.",IRN,GINI index (World Bank estimate),SI.POV.GINI,..,..,..,37.4,38.8,39.5,40,..,..
"Iran, Islamic Rep.",IRN,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,..,..,..,..,..,..,..,..,..
"Iran, Islamic Rep.",IRN,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..
"Iran, Islamic Rep.",IRN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,13.5200004577637,12.4499998092651,12.6300001144409,10.4399995803833,10.5699996948242,11.0600004196167,12.4300003051758,12.1000003814697,..
Iraq,IRQ,GDP (constant 2010 US$),NY.GDP.MKTP.KD,138516722649.573,148969847232.097,169730925971.545,182630476345.383,183908889679.791,188465535167.112,213011576179.979,208595479618.89,..
Iraq,IRQ,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,100,100,100,100,100,100,100,100,..
